City,Cloudiness (%),Country,Date,Humidity (%),Latitude,Longitude,Temperature,Wind Speed (MPH)
Hamilton,100.0,US,1613091091.0,68.0,39.1834,-84.5333,24.01,8.16
Benguela,91.0,AO,1613091091.0,81.0,-12.5763,13.4055,74.03,4.76
Palana,0.0,RU,1613091091.0,90.0,59.1167,159.9667,5.79,14.92
Laguna,90.0,US,1613091091.0,76.0,38.421,-121.4238,54.0,5.75
Sarangani,85.0,PH,1613091091.0,76.0,5.4033,125.4636,83.3,11.01
Aklavik,40.0,CA,1613090903.0,70.0,68.2191,-135.0107,-11.2,12.66
Cape Town,75.0,ZA,1613091092.0,94.0,-33.9258,18.4232,72.0,11.5
Tucumcari,1.0,US,1613091092.0,42.0,35.1717,-103.725,44.6,17.27
Egvekinot,0.0,RU,1613091092.0,84.0,66.3167,-179.1667,-19.34,10.8
Hithadhoo,68.0,MV,1613091092.0,80.0,-0.6,73.0833,81.16,11.86
Henties Bay,82.0,NA,1613091092.0,87.0,-22.116,14.2845,70.0,4.23
Severo-Kuril'sk,94.0,RU,1613091092.0,90.0,50.6789,156.125,31.05,7.2
Itoman,75.0,JP,1613091092.0,77.0,26.1247,127.6694,68.0,19.57
Grindavik,75.0,IS,1613091093.0,81.0,63.8424,-22.4338,37.4,21.85
Waingapu,73.0,ID,1613090904.0,68.0,-9.6567,120.2641,83.52,4.14
Huilong,100.0,CN,1613091093.0,81.0,31.8111,121.655,54.0,8.01
Mwadui,100.0,TZ,1613091093.0,95.0,-3.55,33.6,65.25,3.94
Saint-Joseph,0.0,RE,1613091093.0,65.0,-21.3667,55.6167,78.8,13.8
Kumano,0.0,JP,1613091093.0,70.0,34.3442,132.5894,48.99,6.91
Tromsø,90.0,NO,1613091093.0,100.0,69.6496,18.957,28.99,28.77
Kuruman,78.0,ZA,1613091093.0,88.0,-27.4524,23.4325,66.99,1.32
Hirara,75.0,JP,1613090905.0,83.0,24.8,125.2833,69.8,13.8
Bulgan,100.0,MN,1613091094.0,81.0,48.8125,103.5347,6.15,2.89
Hong Kong,0.0,HK,1613090827.0,72.0,22.2855,114.1577,62.01,6.26
Kaeo,0.0,NZ,1613090906.0,49.0,-35.1,173.7833,78.01,1.01
Ayan,99.0,RU,1613090906.0,96.0,56.45,138.1667,18.79,3.47
Uniontown,100.0,US,1613091094.0,52.0,39.9001,-79.7164,27.0,1.01
Lata,32.0,PT,1613090894.0,91.0,40.1629,-8.3327,57.99,1.99
Antofagasta,0.0,CL,1613091094.0,73.0,-23.65,-70.4,68.0,8.05
Zelenoborskiy,67.0,RU,1613091094.0,93.0,66.845,32.3622,-4.14,1.63
Wisconsin Rapids,90.0,US,1613091095.0,71.0,44.3836,-89.8174,1.4,6.91
Souillac,75.0,MU,1613090907.0,73.0,-20.5167,57.5167,78.8,8.05
Itarema,100.0,BR,1613091095.0,83.0,-2.9248,-39.9167,79.92,10.71
Juegang,46.0,CN,1613091095.0,86.0,32.3174,121.1855,51.01,8.5
Sherlovaya Gora,19.0,RU,1613091095.0,94.0,50.5667,116.25,0.48,12.82
Amahai,33.0,ID,1613091095.0,71.0,-3.3333,128.9167,85.86,1.19
Meulaboh,89.0,ID,1613091095.0,84.0,4.1363,96.1285,78.22,5.3
Honiara,100.0,SB,1613091095.0,86.0,-9.4333,159.95,79.29,9.78
Karratha,62.0,AU,1613090908.0,65.0,-20.7377,116.8463,83.91,11.61
Husavik,0.0,IS,1613091096.0,79.0,66.0449,-17.3389,21.2,5.75
Mildura,90.0,AU,1613090828.0,68.0,-34.2,142.15,66.2,9.22
Fairbanks,75.0,US,1613091097.0,53.0,64.8378,-147.7164,19.0,1.14
Saint-Pierre,0.0,RE,1613090908.0,65.0,-21.3393,55.4781,78.8,13.8
Tuatapere,0.0,NZ,1613091009.0,68.0,-46.1333,167.6833,60.01,10.0
Cidreira,100.0,BR,1613091097.0,80.0,-30.1811,-50.2056,75.16,12.75
Chifeng,0.0,CN,1613090908.0,90.0,42.2683,118.9636,25.97,6.26
Te Anau,0.0,NZ,1613090909.0,41.0,-45.4167,167.7167,64.42,1.54
Puerto del Rosario,20.0,ES,1613091098.0,77.0,28.5004,-13.8627,64.4,12.66
Zhezkazgan,100.0,KZ,1613091098.0,88.0,47.8043,67.7144,7.52,6.38
Byron Bay,40.0,AU,1613091098.0,53.0,-28.65,153.6167,78.8,4.61
Kavieng,80.0,PG,1613090909.0,72.0,-2.5744,150.7967,83.37,5.44
Atkarsk,100.0,RU,1613091098.0,98.0,51.8718,45.0078,25.34,2.08
Iaçu,0.0,BR,1613091098.0,76.0,-12.7672,-40.2117,71.11,6.24
Verkhoyansk,0.0,RU,1613091099.0,83.0,67.5447,133.385,-14.49,1.34
Chiredzi,95.0,ZW,1613091099.0,84.0,-21.05,31.6667,68.92,4.83
Umba,0.0,RU,1613091099.0,91.0,66.6871,34.3429,-4.5,2.24
Darnah,0.0,LY,1613091100.0,76.0,32.767,22.6367,58.19,19.13
Trhové Sviny,86.0,CZ,1613091100.0,87.0,48.8423,14.6392,12.99,1.79
Mufumbwe,100.0,ZM,1613090910.0,96.0,-13.6833,24.8,63.52,3.58
Bluff,6.0,NZ,1613090911.0,68.0,-46.6,168.3333,60.01,8.99
Port Shepstone,0.0,ZA,1613091102.0,85.0,-30.7414,30.455,72.5,12.55
Road Town,40.0,VG,1613090805.0,73.0,18.4167,-64.6167,78.8,10.36
Gusinoye Ozero,29.0,RU,1613090911.0,84.0,51.1144,106.2614,-4.47,4.94
Mount Holly,90.0,US,1613091103.0,87.0,35.2982,-81.0159,51.8,10.36
Port Hawkesbury,90.0,CA,1613091103.0,57.0,45.6169,-61.3485,16.0,14.97
Plettenberg Bay,100.0,ZA,1613090911.0,84.0,-34.0527,23.3716,72.43,0.98
La Asuncion,100.0,VE,1613091103.0,82.0,11.0333,-63.8628,76.08,16.75
Bilibino,0.0,RU,1613090912.0,77.0,68.0546,166.4372,-16.13,3.89
Lokosovo,74.0,RU,1613091103.0,86.0,61.1333,74.8167,-24.93,7.23
Tarauacá,100.0,BR,1613091103.0,97.0,-8.1614,-70.7656,72.01,2.53
Leningradskiy,100.0,RU,1613091103.0,87.0,69.3833,178.4167,-14.44,11.9
Kruisfontein,100.0,ZA,1613090825.0,88.0,-34.0033,24.7314,73.99,1.99
Matanzas,75.0,CU,1613091104.0,88.0,23.0411,-81.5775,75.2,6.91
The Valley,20.0,AI,1613091104.0,65.0,18.217,-63.0578,78.8,11.5
Dolores,100.0,AR,1613090883.0,83.0,-36.3132,-57.6792,68.85,8.75
Kotka,90.0,FI,1613091104.0,85.0,60.4664,26.9458,6.8,6.91
Camacupa,100.0,AO,1613090913.0,76.0,-12.0167,17.4833,60.28,5.37
Nizhniy Ingash,100.0,RU,1613091104.0,88.0,56.2,96.53,-11.24,7.74
Lorengau,72.0,PG,1613091104.0,76.0,-2.0226,147.2712,84.49,5.88
Cabo San Lucas,20.0,MX,1613090816.0,64.0,22.8909,-109.9124,68.0,11.5
Noshiro,20.0,JP,1613090914.0,93.0,40.2039,140.0242,24.8,4.88
Palestine,0.0,PS,1613091105.0,87.0,31.9216,35.2033,52.0,4.61
Sibsāgar,40.0,IN,1613091105.0,82.0,26.9833,94.6333,55.4,0.45
Mogadouro,98.0,PT,1613091105.0,94.0,41.3403,-6.7119,50.0,5.01
Ranipur,94.0,PK,1613091106.0,30.0,27.2879,68.5051,59.27,4.0
San Joaquin,90.0,US,1613091106.0,55.0,37.9333,-121.3011,60.8,4.61
Disna,100.0,BY,1613090914.0,93.0,55.568,28.1971,6.6,12.59
Tambo Grande,100.0,PE,1613091106.0,62.0,-4.9269,-80.3447,80.96,10.18
Berdyaush,100.0,RU,1613091106.0,91.0,55.1619,59.1464,-0.15,3.87
Cayenne,75.0,GF,1613091106.0,100.0,4.9333,-52.3333,75.2,12.86
Touros,20.0,BR,1613091107.0,78.0,-5.1989,-35.4608,80.6,9.22
Isangel,99.0,VU,1613091107.0,67.0,-19.55,169.2667,83.93,0.45
Necochea,99.0,AR,1613091107.0,87.0,-38.5473,-58.7368,69.01,4.0
Kovūr,100.0,IN,1613091107.0,79.0,14.4833,79.9833,63.09,2.95
Marawi,46.0,PH,1613091107.0,85.0,7.9986,124.2928,79.0,1.01
Zhigansk,99.0,RU,1613090871.0,90.0,66.7697,123.3711,-8.61,3.38
Dingle,86.0,PH,1613091107.0,81.0,10.9995,122.6711,79.9,1.99
Kieta,100.0,PG,1613091108.0,79.0,-6.2167,155.6333,80.8,7.2
Kaifeng,0.0,CN,1613090916.0,93.0,34.7911,114.3483,41.0,2.24
Yar-Sale,98.0,RU,1613091108.0,88.0,66.8333,70.8333,-17.93,7.02
Vao,25.0,NC,1613091108.0,79.0,-22.6667,167.4833,76.95,6.46
Talara,97.0,PE,1613090869.0,86.0,-4.5772,-81.2719,74.43,6.89
Mossamedes,99.0,AO,1613091108.0,77.0,-15.1961,12.1522,72.99,2.42
Samarai,10.0,PG,1613091108.0,67.0,-10.6167,150.6667,84.7,5.55
Iqaluit,90.0,CA,1613091108.0,78.0,63.7506,-68.5145,-0.4,21.85
Gornopravdinsk,24.0,RU,1613091108.0,86.0,60.05,69.9,-25.33,2.93
Great Falls,1.0,US,1613090917.0,68.0,47.5002,-111.3008,-16.01,9.22
Nadvoitsy,88.0,RU,1613091109.0,93.0,63.8667,34.3167,-3.69,4.29
Sabang,0.0,ID,1613091109.0,73.0,5.8933,95.3214,81.28,3.4
Ostrovnoy,100.0,RU,1613091109.0,92.0,68.0531,39.5131,10.08,5.7
Vitim,100.0,RU,1613090918.0,87.0,59.4511,112.5578,-9.53,1.72
Picota,75.0,PE,1613091109.0,78.0,-6.9197,-76.3304,80.6,4.61
Shingū,75.0,JP,1613091109.0,53.0,33.7333,135.9833,50.0,9.22
Kosai,100.0,JP,1613091110.0,54.0,34.7105,137.5316,52.0,11.77
Whitianga,0.0,NZ,1613091110.0,43.0,-36.8333,175.7,73.78,4.85
Kargil,0.0,IN,1613091110.0,66.0,34.5667,76.1,-3.41,1.54
Sitka,1.0,US,1613091110.0,25.0,57.0531,-135.33,32.0,4.61
Buşayrā,0.0,JO,1613091110.0,48.0,30.7376,35.6078,50.13,3.33
Shumskiy,100.0,RU,1613091110.0,87.0,54.8318,99.1328,-13.09,2.86
Garoua,0.0,CM,1613091111.0,21.0,9.3,13.4,69.66,1.72
Vila Franca do Campo,40.0,PT,1613091111.0,88.0,37.7167,-25.4333,61.0,24.16
Saint George,1.0,US,1613091111.0,25.0,37.1041,-113.5841,63.0,11.5
Kiama,0.0,AU,1613090923.0,60.0,-34.6833,150.8667,75.2,5.75
Zhanakorgan,95.0,KZ,1613090923.0,82.0,43.9098,67.2495,37.27,5.57
Goderich,100.0,CA,1613090924.0,73.0,43.7501,-81.7165,12.2,8.05
Clyde River,98.0,CA,1613090924.0,92.0,70.4692,-68.5914,6.8,27.63
Yanam,92.0,IN,1613091111.0,88.0,16.7333,82.2167,69.8,4.61
Esmeraldas,75.0,BR,1613090924.0,94.0,-19.7625,-44.3139,69.8,4.61
Yumen,100.0,CN,1613091112.0,77.0,40.2833,97.2,31.48,15.68
Cabra,90.0,ES,1613090924.0,100.0,37.4725,-4.4421,55.4,2.3
Swellendam,94.0,ZA,1613091112.0,88.0,-34.0226,20.4417,71.6,3.44
Port Blair,100.0,IN,1613090866.0,72.0,11.6667,92.75,78.21,10.54
Acapulco de Juárez,1.0,MX,1613091045.0,69.0,16.8634,-99.8901,80.6,11.5
Ati,0.0,TD,1613091112.0,22.0,13.2154,18.3353,69.17,7.83
Mogadishu,80.0,SO,1613091112.0,83.0,2.0371,45.3438,76.3,16.84
Moshenskoye,100.0,RU,1613091113.0,91.0,58.5102,34.5911,-5.8,5.5
Katsuura,0.0,JP,1613091113.0,53.0,35.1333,140.3,46.99,8.05
Petropavlovsk-Kamchatskiy,82.0,RU,1613091113.0,54.0,53.0452,158.6483,28.4,4.47
Zunyi,15.0,CN,1613091113.0,78.0,27.6867,106.9072,48.97,0.67
Saldanha,10.0,ZA,1613091113.0,88.0,-33.0117,17.9442,64.4,8.05
Puerto Ayacucho,0.0,VE,1613090926.0,49.0,5.6639,-67.6236,83.55,8.25
Bilma,0.0,NE,1613090871.0,20.0,18.6853,12.9164,68.0,9.62
Nhulunbuy,75.0,AU,1613090926.0,79.0,-12.2333,136.7667,86.0,8.05
Cavalcante,97.0,BR,1613091113.0,88.0,-13.7975,-47.4583,69.69,3.76
Karaton,40.0,ID,1613090926.0,89.0,-6.3424,106.1045,86.0,6.91
Quatre Cocos,75.0,MU,1613091114.0,73.0,-20.2078,57.7625,78.8,8.05
Inhambane,14.0,MZ,1613090927.0,86.0,-23.865,35.3833,78.4,12.84
Wakefield,26.0,GB,1613091114.0,84.0,53.6809,-1.499,28.99,6.31
Ambanja,75.0,MG,1613090955.0,89.0,-13.6833,48.45,73.89,2.93
Nandurbar,0.0,IN,1613091114.0,27.0,21.3667,74.25,67.71,4.83
Margate,0.0,GB,1613091114.0,63.0,51.3813,1.3862,33.01,7.0
Sharkan,24.0,RU,1613091115.0,80.0,57.2989,53.8712,1.0,4.0
Tonekābon,20.0,IR,1613091115.0,100.0,36.8163,50.8738,41.0,2.3
Aljezur,99.0,PT,1613091115.0,93.0,37.3191,-8.8033,58.62,5.1
Saskylakh,100.0,RU,1613091115.0,86.0,71.9167,114.0833,-13.27,4.94
Imeni Poliny Osipenko,100.0,RU,1613091115.0,93.0,52.4201,136.4853,4.24,1.21
Lishui,100.0,CN,1613091115.0,82.0,28.4604,119.9103,52.32,1.05
Três Lagoas,100.0,BR,1613091115.0,86.0,-20.7511,-51.6783,72.21,6.11
Ixtapa,90.0,MX,1613090852.0,73.0,20.7,-105.2,71.6,9.22
Faya,0.0,SA,1613090928.0,57.0,18.3851,42.4509,51.8,0.04
Inuvik,100.0,CA,1613091116.0,78.0,68.3499,-133.7218,1.4,2.3
Khani,0.0,GE,1613090895.0,47.0,41.9563,42.9566,55.4,17.27
Imeni Babushkina,100.0,RU,1613091116.0,92.0,59.7573,43.1285,-2.6,3.31
Marzuq,42.0,YE,1613090874.0,40.0,14.4,46.4667,53.38,2.89
Sakakah,0.0,SA,1613090929.0,71.0,29.9697,40.2064,50.0,5.75
Borovoy,0.0,RU,1613090929.0,76.0,55.4333,86.0833,-18.4,6.71
Ancud,40.0,CL,1613091116.0,76.0,-41.8697,-73.8203,57.99,5.75
Esperance,90.0,AU,1613090929.0,63.0,-33.8667,121.9,62.6,9.22
Noumea,0.0,NC,1613091116.0,70.0,-22.2763,166.4572,84.2,10.36
Pangody,9.0,RU,1613091117.0,83.0,65.85,74.4859,-35.27,4.29
Bria,54.0,CF,1613091117.0,24.0,6.5423,21.9863,69.37,4.21
Dzerzhinsk,75.0,RU,1613090930.0,79.0,56.2389,43.4631,10.4,4.47
Coyhaique,20.0,CL,1613090836.0,51.0,-45.5752,-72.0662,59.0,4.61
Huarmey,58.0,PE,1613090930.0,70.0,-10.0681,-78.1522,74.1,5.17
Greater Sudbury,1.0,CA,1613090904.0,50.0,46.49,-80.99,-0.4,3.44
Forsytheganj,100.0,BY,1613091117.0,95.0,52.6333,29.7333,9.03,17.9
Lashio,3.0,MM,1613091117.0,71.0,22.9333,97.75,54.07,0.81
Bedelē,100.0,ET,1613091118.0,42.0,8.456,36.353,57.87,3.18
Neyshabur,0.0,IR,1613091118.0,47.0,36.2133,58.7958,48.09,1.45
Nísia Floresta,20.0,BR,1613091118.0,83.0,-6.0911,-35.2086,80.6,16.11
Sundumbili,40.0,ZA,1613091118.0,88.0,-29.1337,31.3975,71.6,2.3
Jaciara,100.0,BR,1613091118.0,93.0,-15.9653,-54.9683,72.79,4.61
Flinders,0.0,AU,1613091118.0,60.0,-34.5833,150.8552,79.0,5.75
Casa Nova,40.0,BR,1613091118.0,51.0,-9.4167,-41.1333,87.8,8.05
Makakilo City,1.0,US,1613090931.0,47.0,21.3469,-158.0858,80.6,9.22
Pandamatenga,100.0,BW,1613091119.0,95.0,-18.5278,25.627,66.36,5.82
Bethel,1.0,US,1613091119.0,46.0,41.3712,-73.414,24.8,4.61
Kudahuvadhoo,0.0,MV,1613090932.0,77.0,2.6708,72.8944,80.13,15.12
São Gonçalo do Amarante,76.0,BR,1613091120.0,74.0,-3.6072,-38.9683,82.0,24.0
Safi,0.0,MA,1613090933.0,86.0,32.2994,-9.2372,56.91,11.56
Umluj,99.0,SA,1613091121.0,50.0,25.0213,37.2685,76.77,3.91
Ilulissat,75.0,GL,1613091122.0,72.0,69.2167,-51.1,10.4,14.97
Port Keats,88.0,AU,1613090933.0,75.0,-14.25,129.55,86.05,9.08
Rio Claro,58.0,BR,1613090933.0,82.0,-22.4114,-47.5614,69.01,1.01
Kearney,90.0,US,1613090922.0,78.0,40.6995,-99.0815,5.0,9.22
Olinda,75.0,BR,1613091123.0,65.0,-8.0089,-34.8553,80.6,10.36
Xique-Xique,100.0,BR,1613091123.0,65.0,-10.8218,-42.7263,79.54,8.16
Riyadh,0.0,SA,1613091060.0,37.0,24.6877,46.7219,53.6,2.3
Richards Bay,100.0,ZA,1613091123.0,92.0,-28.783,32.0377,74.12,2.51
Micheweni,100.0,TZ,1613091123.0,75.0,-4.9667,39.8333,81.05,10.36
Malé,20.0,MV,1613091061.0,74.0,4.1748,73.5089,80.6,14.97
Pauini,100.0,BR,1613091123.0,97.0,-7.7136,-66.9764,74.32,2.89
Narsaq,75.0,GL,1613091124.0,30.0,60.9167,-46.05,37.4,39.12
Barreirinhas,100.0,BR,1613090935.0,80.0,-2.7469,-42.8264,80.28,10.04
Khovd,0.0,MN,1613091124.0,73.0,48.0056,91.6419,5.11,2.66
Koslan,100.0,RU,1613090935.0,90.0,63.4564,48.8989,-7.33,3.51
Mount Gambier,75.0,AU,1613091124.0,59.0,-37.8333,140.7667,64.4,12.66
Deputatsky,100.0,RU,1613091068.0,82.0,69.3,139.9,-6.38,2.01
Paraná,89.0,AR,1613091124.0,74.0,-31.732,-60.5238,75.99,1.01
Sørland,100.0,NO,1613091124.0,81.0,67.667,12.6934,35.33,30.33
Yulara,75.0,AU,1613091125.0,94.0,-25.2406,130.9889,77.0,6.91
Tsimmerbude,75.0,RU,1613091125.0,73.0,54.675,20.1347,19.0,11.18
Grenville,20.0,GD,1613090988.0,73.0,12.1167,-61.6167,78.8,17.27
Drayton Valley,86.0,CA,1613091125.0,68.0,53.2168,-114.9854,-13.0,8.99
Kawalu,94.0,ID,1613090936.0,79.0,-7.3817,108.2082,78.84,0.76
Kasongo,100.0,CD,1613090936.0,97.0,-4.45,26.6667,69.06,2.26
Changji,75.0,CN,1613091125.0,93.0,44.0167,87.3167,17.6,4.47
Ludvika,90.0,SE,1613091125.0,73.0,60.1496,15.1878,14.0,6.91
Sibolga,11.0,ID,1613091126.0,73.0,1.7427,98.7792,79.84,2.17
Gizo Government Station,94.0,SB,1613091126.0,79.0,-8.103,156.8419,82.56,10.76
Umm Kaddadah,0.0,SD,1613091126.0,28.0,13.6017,26.6876,69.8,12.46
Pevek,75.0,RU,1613090937.0,84.0,69.7008,170.3133,-21.86,1.14
Shahrud,0.0,IR,1613090937.0,55.0,36.4182,54.9763,44.06,5.1
Pemba,75.0,MZ,1613091126.0,100.0,-12.974,40.5178,75.2,13.8
Novospasskoye,63.0,RU,1613091126.0,94.0,53.1468,47.7514,6.49,1.74
Vanimo,100.0,PG,1613090820.0,63.0,-2.6741,141.3028,87.08,5.19
Ucluelet,90.0,CA,1613090956.0,52.0,48.9329,-125.5528,37.99,5.75
Okhotsk,98.0,RU,1613091127.0,89.0,59.3833,143.3,16.74,7.96
Moba,0.0,CN,1613090938.0,77.0,33.2288,105.0179,38.25,4.5
Avera,75.0,US,1613091127.0,93.0,33.194,-82.5271,64.4,5.19
Toowoomba,75.0,AU,1613091127.0,50.0,-27.55,151.9667,77.0,6.91
Sisimiut,0.0,GL,1613091127.0,87.0,66.9395,-53.6735,4.39,9.35
Balabac,11.0,PH,1613091128.0,80.0,7.9868,117.0645,81.68,10.6
Houma,90.0,US,1613091128.0,88.0,29.5958,-90.7195,66.2,10.36
Chongwe,100.0,ZM,1613091128.0,97.0,-15.3292,28.682,64.67,0.96
Aykhal,0.0,RU,1613091128.0,84.0,66.0,111.5,-23.93,4.72
Japura,83.0,ID,1613091128.0,87.0,-0.3167,102.35,77.11,2.8
Houndé,0.0,BF,1613090939.0,17.0,11.5,-3.5167,76.08,4.41
Hihyā,0.0,EG,1613091128.0,94.0,30.6713,31.588,53.6,8.05
Dubbo,100.0,AU,1613091128.0,47.0,-32.25,148.6167,82.4,17.27
Norman Wells,20.0,CA,1613091129.0,66.0,65.282,-126.8329,3.2,3.44
Yaguachi Nuevo,75.0,EC,1613091129.0,83.0,-2.1167,-79.6833,77.0,4.61
Hervey Bay,90.0,AU,1613091129.0,57.0,-25.2986,152.8535,84.0,5.75
Cockburn Town,40.0,TC,1613091130.0,69.0,21.4612,-71.1419,77.0,13.8
Salalah,0.0,OM,1613090942.0,60.0,17.0151,54.0924,68.0,1.14
Hambantota,1.0,LK,1613090942.0,100.0,6.1241,81.1185,69.8,3.44
Álamo,20.0,MX,1613091130.0,69.0,20.9167,-97.6833,80.6,9.22
São João da Barra,100.0,BR,1613091130.0,87.0,-21.6403,-41.0511,77.11,11.72
Nacala,100.0,MZ,1613091130.0,87.0,-14.5428,40.6728,75.54,7.83
Upington,100.0,ZA,1613091130.0,83.0,-28.4478,21.2561,69.8,17.27
Camacha,20.0,PT,1613091130.0,88.0,33.0833,-16.3333,59.0,3.44
Boca do Acre,100.0,BR,1613090943.0,97.0,-8.7522,-67.3978,73.8,2.57
Rawson,63.0,AR,1613090865.0,41.0,-43.3002,-65.1023,76.69,29.53
Batagay,0.0,RU,1613091131.0,84.0,67.6333,134.6333,-10.98,0.74
Srandakan,30.0,ID,1613091131.0,75.0,-7.9386,110.2506,81.73,4.74
Ampanihy,100.0,MG,1613091131.0,72.0,-24.7,44.75,74.05,7.7
Port Moresby,40.0,PG,1613091131.0,70.0,-9.4431,147.1797,87.8,12.66
Mafinga,100.0,TZ,1613090943.0,96.0,-7.25,35.0667,64.62,1.25
Karema,100.0,TZ,1613091131.0,77.0,-6.8205,30.4389,73.13,4.99
Port Hardy,75.0,CA,1613091132.0,47.0,50.6996,-127.4199,35.6,29.93
Mahabalipuram,40.0,IN,1613090944.0,78.0,12.6264,80.1722,69.8,2.3
Karauli,78.0,IN,1613091132.0,41.0,26.5,77.0167,56.8,4.07
Luangwa,100.0,ZM,1613091132.0,95.0,-15.6167,30.4167,71.4,1.92
San Cristobal,36.0,VE,1613090820.0,84.0,7.7669,-72.225,67.42,1.81
Shimoda,75.0,JP,1613091132.0,66.0,34.6667,138.95,50.0,11.5
Tocache,100.0,PE,1613090944.0,87.0,-8.1842,-76.5125,72.46,0.6
Samfya,100.0,ZM,1613091132.0,95.0,-11.3649,29.5565,65.95,6.87
Verkhnevilyuysk,92.0,RU,1613090945.0,87.0,63.4453,120.3167,-19.95,3.53
Nhamundá,76.0,BR,1613091133.0,93.0,-2.1861,-56.7131,76.35,1.74
Nome,90.0,US,1613090847.0,85.0,64.5011,-165.4064,10.4,23.02
Stephenville,90.0,US,1613091133.0,86.0,32.2207,-98.2023,28.99,6.91
Çumra,0.0,TR,1613091133.0,53.0,37.5732,32.7745,44.6,11.5
Tamandaré,46.0,BR,1613091133.0,81.0,-8.7597,-35.1047,78.37,8.5
Tiksi,0.0,RU,1613090945.0,89.0,71.6872,128.8694,-10.34,7.25
Horsham,0.0,GB,1613091133.0,80.0,51.064,-0.3272,28.99,10.36
Boralday,90.0,KZ,1613091133.0,100.0,43.3578,76.8594,28.4,2.24
Mangai,100.0,CD,1613090946.0,87.0,-4.05,19.5333,72.27,0.56
Haines Junction,0.0,CA,1613091134.0,53.0,60.7522,-137.5108,-11.2,1.14
Nikolayevsk-on-Amur,19.0,RU,1613090941.0,94.0,53.1406,140.73,17.28,2.24
Vila Velha,0.0,BR,1613091135.0,88.0,-20.3297,-40.2925,77.0,3.44
Elko,90.0,US,1613091135.0,46.0,41.0002,-115.5012,48.2,14.97
Aripuanã,88.0,BR,1613091135.0,98.0,-9.1667,-60.6333,72.55,1.12
Itaituba,100.0,BR,1613091108.0,96.0,-4.2761,-55.9836,75.07,1.77
Silifke,1.0,TR,1613091135.0,72.0,36.3778,33.9344,56.08,4.54
Svetlaya,100.0,RU,1613091137.0,88.0,46.5389,138.3297,24.76,0.69
Chapada dos Guimarães,40.0,BR,1613091011.0,69.0,-15.4606,-55.7497,78.8,9.22
Yerbogachën,0.0,RU,1613091137.0,85.0,61.2767,108.0108,-22.14,3.18
Makkah al Mukarramah,0.0,SA,1613090844.0,65.0,21.4267,39.8261,73.2,1.81
Banjar,75.0,ID,1613091137.0,94.0,-8.19,114.9675,77.0,6.91
Vila,85.0,PT,1613091137.0,96.0,42.0304,-8.1588,51.01,17.0
Payo,100.0,ID,1613091137.0,93.0,-3.7508,103.6372,76.41,1.79
La Paz,75.0,BO,1613090948.0,81.0,-16.5,-68.15,48.2,6.91
Belyy Yar,53.0,RU,1613091138.0,75.0,53.6039,91.3903,-27.4,0.89
Mlonggo,40.0,ID,1613090945.0,89.0,-6.5333,110.7,78.8,1.14
Chernyshevskiy,51.0,RU,1613091138.0,85.0,63.0128,112.4714,-25.98,3.09
Ahipara,0.0,NZ,1613091138.0,53.0,-35.1667,173.1667,70.11,8.7
Carmo do Rio Verde,2.0,BR,1613090948.0,88.0,-15.3536,-49.7075,70.74,0.67
Dyersburg,20.0,US,1613090908.0,93.0,36.0345,-89.3856,28.4,11.5
Shishou,91.0,CN,1613091138.0,85.0,29.7226,112.419,53.69,6.22
Khuzhir,100.0,RU,1613090949.0,84.0,53.1939,107.3397,3.63,9.04
Neiafu,40.0,TO,1613090949.0,79.0,-18.65,-173.9833,84.2,10.36
Arrondissement de Cognac,90.0,FR,1613091139.0,87.0,45.5,-0.25,42.8,9.22
Arrondissement du Havre,0.0,FR,1613090949.0,64.0,49.5833,0.3333,28.4,21.85
Ust-Maya,64.0,RU,1613091139.0,93.0,60.4167,134.5333,12.13,6.17
Cukai,40.0,MY,1613091139.0,94.0,4.25,103.4167,77.0,1.14
Tual,100.0,ID,1613091140.0,77.0,-5.6667,132.75,83.93,12.03
Fort Nelson,75.0,CA,1613091140.0,60.0,58.8053,-122.7002,-2.2,4.61
Matamoros,40.0,MX,1613090950.0,10.0,25.5333,-103.25,78.8,13.24
Zheshart,100.0,RU,1613091141.0,91.0,62.0731,49.5733,-6.47,4.18
Sergeevka,62.0,KZ,1613091141.0,91.0,53.88,67.4158,-6.36,5.39
Solon,1.0,US,1613091142.0,73.0,41.3898,-81.4412,19.99,8.05
Disraeli,80.0,CA,1613091142.0,58.0,45.9001,-71.3491,6.01,5.99
Paamiut,100.0,GL,1613090950.0,86.0,61.994,-49.6678,26.37,9.24
Nanortalik,100.0,GL,1613091142.0,88.0,60.1432,-45.2371,28.69,12.17
Srednekolymsk,0.0,RU,1613091142.0,85.0,67.45,153.6833,-21.75,5.7
Bengkulu,100.0,ID,1613091143.0,76.0,-3.8004,102.2655,79.02,4.25
Ambilobe,85.0,MG,1613090951.0,94.0,-13.2,49.05,72.99,2.24
Klaksvík,20.0,FO,1613090951.0,75.0,62.2266,-6.589,33.8,12.66
Nuuk,90.0,GL,1613090951.0,79.0,64.1835,-51.7216,21.2,14.97
Singaraja,100.0,ID,1613090872.0,72.0,-8.112,115.0882,81.95,2.42
La Crosse,90.0,US,1613091121.0,71.0,43.8014,-91.2396,1.99,10.36
Waipawa,90.0,NZ,1613091143.0,82.0,-41.4122,175.5153,64.0,19.57
Abu Kamal,0.0,SY,1613090951.0,61.0,34.4506,40.9171,54.3,2.28
